symbol,name,sector,industry,marketCap,pe,pb,ps,eps_growth,revenue_growth,ebit,ev,fcf,roic,current_price,ev_ebit,fcf_yield,classification,fair_value,dcf_value_gap,valuation_tag,growth_tag,final_tag
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,40799404032,8.208,0.91403115,0.22310118,-0.64,-0.05,10131000320,171613388800,1385500032,0.00981,10.26,16.939431781599232,3.395883015627673,Value,19.6875,91.8859649122807,Undervalued,Stable,Value - Undervalued
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,80322756608,43.185184,41.12069,13.077197,0.436,0.138,2056199936,76618801152,1964999936,0.13325,104.94,37.26233028732085,2.4463801032001555,Growth,52.34220143649266,-50.1217825076304,Overvalued,Momentum,Growth - Momentum
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,24821581824,32.0307,2.4249568,4.0154624,-0.138,-0.033,1679399936,27965802496,1302475008,0.041020002,73.03,16.65225887920958,5.247348928989837,Blend,35.91000196686304,-50.82842398074347,Overvalued,Stable,Blend - Stable
FOXA,Fox Corporation,Communication Services,Entertainment,23366756352,13.457921,2.1253223,1.4509008,-0.464,0.268,3422000128,28077740032,2049874944,0.083950005,54.37,8.205066914597147,8.772612309215729,Value,63.62999901693583,17.03144935982312,Undervalued,Watchlist,Value - Undervalued
FOX,Fox Corporation,Communication Services,Entertainment,23366797312,12.324258,1.9462904,1.4509033,-0.464,0.268,3422000128,26018490368,2049874944,0.083950005,49.79,7.603299063348253,8.772596931575592,Value,63.62999703511562,27.796740379826517,Undervalued,Watchlist,Value - Undervalued
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,11493144576,31.695654,0.9307176,1.3214916,0.152,-0.019,1667100032,15231650816,-97662496,0.02224,21.87,9.13661479433047,-0.8497456492798233,Value,11.923199313066705,-45.48148462246591,Overvalued,Momentum,Value - Overvalued
FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,59573571584,34.0,3.369892,2.39617,-0.25,-0.094,9075999744,76118589440,1922749952,0.07496,41.48,8.386799425630306,3.227521702788764,Blend,19.215,-53.67647058823529,Overvalued,Stable,Blend - Stable
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,39942627328,27.332014,4.8876166,6.1923165,0.203,0.111,1809616000,37446651904,901582016,0.1105,207.45,20.693148106559622,2.2571925692228714,Growth,136.96155907135127,-33.97852057298083,Overvalued,Momentum,Growth - Momentum
IT,"Gartner, Inc.",Technology,Information Technology Services,32522360832,26.310709,21.831568,5.138938,0.015,0.042,1313431040,33313228800,1007795904,0.09032,422.55,25.363515697025097,3.0987784349541774,Blend,244.51350778878665,-42.13382847265728,Overvalued,Stable,Blend - Stable
GE,GE Aerospace,Industrials,Aerospace & Defense,272601284608,40.32019,14.159974,6.869819,0.314,0.109,9761000448,280526422016,2622874880,0.03718,255.63,28.739515330467896,0.9621652677725594,Growth,124.9613977513499,-51.11630178330011,Overvalued,Momentum,Growth - Momentum
GEHC,GE HealthCare Technologies Inc.,Healthcare,Health Information Services,32793724928,15.046218,3.5692217,1.6563325,0.519,0.027,3656000000,39754723328,1576875008,0.05867,71.62,10.873830231947483,4.808465678912949,Growth,108.45660351325499,51.433403397451805,Undervalued,Momentum,Growth - Momentum
GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,132373479424,69.48424,15.379737,3.7072139,,0.106,2408999936,126644346880,4210374912,0.01749,485.0,52.571336755734976,3.180678584804682,Growth,109.9350010880165,-77.33298946638834,Overvalued,Watchlist,Growth - Watchlist
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,18191345664,28.475729,7.976611,4.6229596,0.106,0.048,1878000000,25500338176,1312499968,0.06736,29.33,13.578454832800851,7.214969097076687,Growth,17.087699493136768,-41.73985853004852,Overvalued,Watchlist,Growth - Watchlist
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,7560081408,22.331589,3.0616837,1.7384764,0.872,0.059,729518016,8796790784,488257120,0.0679,127.96,12.058359891142153,6.458357967988696,Growth,160.8983937506641,25.741164231528685,Undervalued,Momentum,Growth - Momentum
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,74206126080,19.2,3.3338158,1.5080094,0.271,0.139,5907999744,84359364608,2482249984,0.055999998,276.48,14.27883687599564,3.345074207652264,Growth,274.536,-0.703125000000006,Fair Valued,Momentum,Growth - Momentum
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,29992108032,12.037362,3.2371888,1.5267589,-0.043,-0.05,4205700096,43907481600,1192574976,0.07201,54.77,10.439993484499757,3.9762959466789907,Value,71.66250379443603,30.842621497966093,Undervalued,Stable,Value - Undervalued
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,45639319552,6.6298885,0.7123563,0.24218522,0.309,0.023,18460999680,162767306752,1306000000,0.02755,47.47,8.816819759134518,2.8615676412791053,Value,140.58659508376346,196.15882680379914,Undervalued,Momentum,Value - Undervalued
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,17386223616,20.569786,3.9069955,0.73767316,-0.213,0.014,1902893056,23082643456,-12288375,0.04816,125.27,12.130289394466107,-0.07067880450295941,Blend,95.9175024961368,-23.431386208879374,Overvalued,Stable,Blend - Stable
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,139892359168,23.626049,7.3068676,4.868361,,-0.003,13724000256,156049276928,9989000192,0.121429995,112.46,11.370538765457743,7.140490196468827,Blend,74.97000450646657,-33.336293342996115,Overvalued,Stable,Blend - Stable
GPN,Global Payments Inc.,Industrials,Specialty Business Services,18747056128,12.438512,0.84774363,1.8565476,0.016,-0.003,4423721984,33567451136,3779338752,0.03233,76.87,7.5880562244663885,20.15963853842258,Value,94.18319490305593,22.522694032855377,Undervalued,Stable,Value - Undervalued
GL,Globe Life Inc.,Financial Services,Insurance - Life,10045469696,9.910423,1.8600314,1.7194221,0.127,0.045,1517460992,12847968256,1351823232,0.03194,121.7,8.466753559883271,13.457043552062894,Value,207.5934094841361,70.5779864290354,Undervalued,Watchlist,Value - Undervalued
GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,26068178944,35.182693,130.49216,5.5952306,-0.453,0.077,1113699968,29148614656,958425024,0.07782,182.95,26.172771386844467,3.6766090414635446,Blend,81.89999838841216,-55.23367128263889,Overvalued,Watchlist,Blend - Watchlist
GS,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,188400369664,14.24594,1.6529638,3.5517755,0.22,0.063,0,-96082567168,0,0.008590001,614.0,,,Value,788.7299820159288,28.457651794125216,Undervalued,Momentum,Value - Undervalued
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,17641353216,8.585773,1.7041774,0.78207886,-0.654,-0.067,4727000064,24453351424,1766875008,0.09115,20.52,5.173122719043822,10.015529910695939,Value,37.64250464110803,83.4430050736259,Undervalued,Stable,Value - Undervalued
HIG,"The Hartford Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,36743041024,12.8814745,2.2333317,1.3635805,-0.13,0.06,4153999872,37939040256,5297249792,0.03079,129.33,9.133134671410987,14.41701515271944,Value,158.1299951337093,22.268611407801185,Undervalued,Watchlist,Value - Undervalued
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,9293355008,21.887789,7.943466,2.178828,0.673,0.171,1012400000,12060480512,522600000,0.087139994,66.32,11.912762259976294,5.623372824455002,Growth,76.03784923182509,14.652969288035433,Undervalued,Momentum,Growth - Momentum
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,92462211072,17.066607,-26.535486,1.2916423,0.088,0.057,14218999808,140812173312,3314249984,0.11607,384.34,9.903099740726855,3.5844373020878826,Value,367.52640990678464,-4.374665684866353,Fair Valued,Watchlist,Value - Fair Valued
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,11991074816,42.09756,1.4726962,4.2874603,5.0,0.159,1608579968,21745836032,753127744,0.017439999,17.26,13.518654008253819,6.280735926983645,Growth,36.900000855156456,113.78911271817181,Undervalued,Momentum,Growth - Momentum
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,8796602368,21.92212,2.5988848,0.6943407,0.222,-0.001,1029000000,13071404032,548625024,0.04612,70.37,12.703016551992226,6.236783260725421,Growth,58.839295652062845,-16.38582399877385,Overvalued,Momentum,Growth - Momentum
HSY,The Hershey Company,Consumer Defensive,Confectioners,32771196928,19.871006,6.994897,3.0470853,-0.717,-0.138,2778831872,37546725376,1252741120,0.109639995,161.75,13.511693799947894,3.8226895488508905,Blend,128.20500884555113,-20.73878896720177,Overvalued,Stable,Blend - Stable
HES,Hess Corporation,Energy,Oil & Gas E&P,42101063680,18.880722,3.6397424,3.4312196,-0.56,-0.121,6723999744,50971762688,717249984,0.096829996,136.13,7.580571777011656,1.7036386288281067,Blend,113.5574953118848,-16.581579878142367,Overvalued,Stable,Blend - Stable
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,23764305920,17.413464,0.9943993,0.7508707,,0.059,4797000192,30385225728,81000000,0.023120001,18.11,6.334213990375425,0.3408473206525697,Value,16.379997684550297,-9.552746081997254,Fair Valued,Watchlist,Value - Fair Valued
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,60092936192,40.00158,-13.789135,12.627219,0.183,0.012,2516000000,71280869376,1668749952,0.09246001,252.81,28.33102916375199,2.7769486028578445,Growth,112.14840638794769,-55.63925224953614,Overvalued,Momentum,Growth - Momentum
HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,14335619072,27.029411,3.103831,3.5603175,,-0.012,1252300032,15240934400,775875008,0.069180004,64.33,12.170353757525097,5.412218363945099,Blend,37.48500106051145,-41.730139809557826,Overvalued,Stable,Blend - Stable
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,365466877952,24.937542,45.944965,2.2427886,-0.05,0.094,25497999360,426049896448,10957625344,0.15122,367.33,16.709150017329044,2.9982540156317974,Growth,231.99750400420376,-36.84221163416988,Overvalued,Watchlist,Growth - Watchlist
HON,Honeywell International Inc.,Industrials,Conglomerates,147164348416,26.326813,8.419697,3.7527564,-0.004,0.079,9765999616,171532992512,4354625024,0.07409,228.78,17.564304654586625,2.9590217133911194,Blend,136.86749702670048,-40.17506030828723,Overvalued,Watchlist,Blend - Watchlist
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,16859780096,22.544117,2.0989935,1.4139179,-0.038,0.004,1306600960,19028336640,449302016,0.047480002,30.66,14.563234853279152,2.6649340231109977,Blend,21.42000061479454,-30.13698429616915,Overvalued,Stable,Blend - Stable
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,11081044992,16.416668,1.6440642,1.905269,-0.079,0.085,1572999936,16284939264,1235250048,0.03911,15.76,10.352790798842092,11.147414787069208,Value,15.119998771979795,-4.060921497590134,Fair Valued,Watchlist,Value - Fair Valued
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,70792306688,57.49836,14.956929,9.378948,0.424,0.065,2008000000,73794322432,790124992,0.10203,175.37,36.75016057370518,1.116117031589725,Growth,65.14800074297771,-62.85111436221833,Overvalued,Momentum,Growth - Momentum
HPQ,HP Inc.,Technology,Computer Hardware,23650895872,9.684616,-18.583025,0.4355758,-0.311,0.033,4682999808,32836890624,2612624896,0.063379996,25.18,7.011935078003744,11.046621278701979,Value,40.949997397935036,62.629060357168534,Undervalued,Stable,Value - Undervalued
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,21097121792,26.74425,6.468759,3.7709794,0.154,-0.024,1305600000,22758119424,640574976,0.10069,395.28,17.431157647058825,3.0363145376679066,Growth,255.841790291371,-35.2758069491573,Overvalued,Momentum,Growth - Momentum
HUM,Humana Inc.,Healthcare,Healthcare Plans,27843874816,16.292374,1.5685874,0.23152679,0.686,0.084,4096999936,19507984384,-2093124992,0.047220003,230.7,4.761529091710486,-7.51736245702851,Value,358.10637541220206,55.22599714443089,Undervalued,Momentum,Value - Undervalued
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,23629457408,12.476923,1.2810993,3.3262186,0.308,0.095,0,28356485120,0,0.01026,16.22,,,Value,25.506000157250313,57.25030923088973,Undervalued,Momentum,Value - Undervalued
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,8887264256,16.317724,1.8619698,0.77523243,-0.021,-0.025,1000000000,12126271488,-86875000,0.036259998,226.49,12.126271488,-0.9775224129444408,Value,218.6099911973018,-3.479186190427038,Fair Valued,Stable,Value - Fair Valued
IBM,International Business Machines Corporation,Technology,Information Technology Services,249886965760,45.88225,9.296383,3.9770653,-0.349,0.005,13950000128,299328864256,10564249600,0.044689998,268.87,21.45726605802652,4.2276112993209365,Blend,92.29500514905003,-65.67299990737158,Overvalued,Stable,Blend - Stable
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,13848080384,29.050713,3.5521064,4.2186317,-0.213,0.017,884700032,15219681280,479100000,0.06898,183.31,17.203210952297106,3.4596852900532675,Blend,99.38250052589072,-45.78446319028382,Overvalued,Stable,Blend - Stable
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,42214260736,48.55781,29.268984,10.7365265,0.053,0.036,1341507968,43109658624,761150144,0.22982,524.91,32.13522368284584,1.8030640137466554,Blend,170.74397403836784,-67.47176200903625,Overvalued,Watchlist,Blend - Watchlist
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,72625692672,21.792253,22.38134,4.60706,-0.128,-0.034,4519000064,79926083584,2692375040,0.16544001,247.56,17.68667458553946,3.7071936128163276,Blend,178.92000427858468,-27.726610002187474,Overvalued,Stable,Blend - Stable
INCY,Incyte Corporation,Healthcare,Biotechnology,13311808512,343.84998,3.6336255,3.016344,0.067,0.195,303279008,10946265088,618045760,0.020350002,68.77,36.0930522695458,4.64283842006035,Growth,3.2010001861858473,-95.34535380807641,Overvalued,Watchlist,Growth - Watchlist
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,33535846400,41.148518,3.1982763,4.605497,-0.08,0.028,1947399936,36839620608,1108525056,0.05392,83.12,18.917336869009734,3.305493002258025,Blend,31.81499756564744,-61.7240164032153,Overvalued,Stable,Blend - Stable
PODD,Insulet Corporation,Healthcare,Medical Devices,21940781056,56.17477,16.4853,9.978071,-0.316,0.288,424500000,22406289408,84250000,0.06937,311.77,52.78277834628975,0.3839881533158124,Growth,87.41250742993697,-71.96250202715561,Overvalued,Watchlist,Growth - Watchlist
INTC,Intel Corporation,Technology,Semiconductors,87501717504,,0.87716997,1.6496063,,-0.004,8114999808,123261722624,-7000750080,-0.01092,20.06,15.189368520068856,-8.000700191604778,Value,,,Fair Valued,Stable,Value - Fair Valued
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,102495485952,37.070538,3.6663587,10.832328,0.038,0.08,5800000000,122402545664,2783000064,0.020869998,178.68,21.103887183448276,2.715241591520739,Blend,75.04740287286903,-57.998991004662514,Overvalued,Watchlist,Blend - Watchlist
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,19670251520,,1.4922477,1.7212331,,-0.019,1763000064,29004277760,-1259374976,0.01676,76.9,16.45166007208948,-6.402434532774088,Value,,,Fair Valued,Stable,Value - Fair Valued
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,24996159488,40.470085,1.3813524,1.2560253,,0.278,1959000064,34168137728,485624992,0.0154,47.35,17.441621547593783,1.9427984216260734,Value,18.427500214046994,-61.08236491225556,Overvalued,Watchlist,Value - Overvalued
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,8526089216,17.603054,2.3817391,0.947238,,-0.085,1664800000,10972281856,1069362496,0.051220004,23.06,6.590750754444978,12.542239107623242,Blend,20.63249933789898,-10.526889254557753,Overvalued,Stable,Blend - Stable
INTU,Intuit Inc.,Technology,Software - Application,215229939712,62.883453,10.699596,11.836226,-0.185,0.41,5330999808,0,5197749760,0.08565,771.58,0.0,2.414975243200425,Growth,193.25250793718342,-74.95366547380915,Overvalued,Watchlist,Growth - Watchlist
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,199667499008,81.325554,11.671486,22.911047,0.272,0.192,2966099968,195257647104,1659849984,0.08841,557.08,65.82975935084869,0.8313070440840727,Growth,130.6979894658941,-76.53873959469124,Overvalued,Momentum,Growth - Momentum
IVZ,Invesco Ltd.,Financial Services,Asset Management,6440330752,11.512,0.60257107,1.0521868,0.219,0.037,1272400000,11682634752,10569037824,0.02438,14.39,9.181573995598868,164.1070657856797,Value,22.85625,58.83425990271021,Undervalued,Momentum,Value - Undervalued
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,20343775232,42.55128,2.0930817,7.768189,0.174,0.044,1439789952,28396077056,977758976,0.023740001,33.19,19.722374792625306,4.806182553875357,Growth,13.735800662165744,-58.61464096967236,Overvalued,Momentum,Growth - Momentum
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,26351362048,20.780355,4.436806,1.700417,-0.103,0.025,2926000128,39021359104,2157750016,0.052950002,152.32,13.33607566540749,8.188381352241212,Blend,115.44749837045613,-24.20726209922785,Overvalued,Stable,Blend - Stable
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,30156447744,249.29268,-43.163006,4.8130374,-0.8,0.078,2090653952,47754817536,-776869888,0.04163,102.21,22.842047814903037,-2.5761319588928306,Blend,6.457500075814501,-93.68212496251394,Overvalued,Watchlist,Blend - Watchlist
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,13908075520,25.44646,3.596881,1.1528009,-0.041,-0.008,1573156992,15784833024,337648992,0.061100002,140.21,10.033857462586925,2.4277190004789393,Blend,86.78250334231167,-38.10533960322968,Overvalued,Stable,Blend - Stable
JBL,Jabil Inc.,Technology,Electronic Components,18959273984,39.869076,14.246994,0.69065875,-0.855,-0.006,1986000000,20634335232,1571374976,0.0461,176.62,10.389896894259818,8.288160070507477,Blend,69.77249736111267,-60.49569847066433,Overvalued,Stable,Blend - Stable
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,13240860672,30.977854,6.501949,5.7076907,0.277,0.086,604636992,13424434176,230522256,0.11807,181.84,22.20246917343754,1.7409914786542358,Growth,112.43984815733202,-38.16550365302903,Overvalued,Momentum,Growth - Momentum
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,15340316672,42.135315,3.9770105,1.3126072,-0.957,0.022,1310900992,17905293312,1289841024,0.05056,127.67,13.658768603632272,8.408177298936009,Blend,47.72249833660909,-62.62042896795717,Overvalued,Stable,Blend - Stable
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,373013020672,17.244717,4.774708,4.175628,2.388,0.024,30025000960,386484535296,16797124608,0.0777,155.03,12.872090689052222,4.503093371308919,Growth,456.87178281905113,194.69895040898606,Undervalued,Momentum,Growth - Momentum
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,68298694656,31.356497,4.3213425,2.9378312,,0.014,4113999872,79931727872,2593499904,0.04844,103.79,19.42920037893477,3.797290588147665,Blend,52.13249745339857,-49.77117501358651,Overvalued,Stable,Blend - Stable
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,738487566336,13.038765,2.228568,4.3771567,0.142,0.048,0,356111777792,0,0.01413,265.73,,,Growth,349.1093596671157,31.377473249958864,Undervalued,Watchlist,Growth - Watchlist
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,12004350976,34.19048,2.485289,2.3063557,,0.114,604400000,12409735168,733287488,0.02908,35.9,20.532321588352083,6.108514233431223,Growth,16.53749815738182,-53.93454552261332,Overvalued,Watchlist,Growth - Watchlist
K,Kellanova,Consumer Defensive,Packaged Foods,28469813248,20.670025,7.2722435,2.253785,0.115,-0.037,2372999936,34503819264,722124992,0.081199996,82.06,14.540168644994013,2.5364584787036817,Growth,66.39825060685705,-19.085729214163973,Overvalued,Watchlist,Growth - Watchlist
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,41719644160,38.80357,4.147738,2.7264178,0.122,-0.039,3508999936,49513644032,1793374976,0.06771,21.73,14.110471625839322,4.298634401391787,Growth,9.424800346978383,-56.627702038755714,Overvalued,Watchlist,Growth - Watchlist
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,44507885568,29.790909,1.8205556,2.8681457,0.156,0.048,4167000064,62536495104,1535000064,0.04058,32.77,15.007557989804726,3.4488272008671306,Growth,19.074000058205677,-41.79432389928082,Overvalued,Momentum,Growth - Momentum
KEY,KeyCorp,Financial Services,Banks - Regional,17896699904,,1.1003302,4.009117,0.672,0.158,0,32289740800,0,0.00013,16.33,,,Growth,,,Fair Valued,Momentum,Growth - Momentum
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,27873050624,38.01643,5.0796685,5.4567447,1.069,0.074,1152999936,27520030720,975875008,0.056789998,161.95,23.868197959726512,3.501141734230289,Growth,132.20910669413198,-18.364244091304734,Overvalued,Momentum,Growth - Momentum
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,44314025984,18.194822,40.25015,2.243862,-0.11,-0.06,3860000000,54572417024,2051624960,0.115430005,133.55,14.137931871502591,4.629741745290213,Blend,115.60500564391343,-13.436910787036002,Overvalued,Stable,Blend - Stable
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,14199651328,27.618422,1.3470671,6.8601193,,0.065,1256643968,22404005888,797736128,0.02163,20.99,17.82844342431921,5.6179980027182825,Blend,11.969999589404493,-42.972846167677496,Overvalued,Watchlist,Blend - Watchlist
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,62548746240,24.258621,2.0431278,4.0356636,-0.04,0.104,6575000064,96964018176,257875008,0.03728,28.14,14.747379046717526,0.4122784604035574,Growth,18.269999766268658,-35.07462769627343,Overvalued,Watchlist,Growth - Watchlist
KKR,KKR & Co. Inc.,Financial Services,Asset Management,114170912768,53.18966,4.397249,5.6217723,,-0.576,0,165052317696,0,0.01263,123.4,,,Blend,36.53999668356594,-70.3889816178558,Overvalued,Stable,Blend - Stable
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,106850729984,29.413906,26.680756,9.25102,0.842,0.298,5036264960,108911624192,2567814400,0.19229001,808.0,21.625475438051616,2.40317908954343,Growth,758.9961020477866,-6.064838855471953,Fair Valued,Momentum,Growth - Momentum
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,31636023296,12.205479,0.64312005,1.2438477,-0.106,-0.064,6368999936,50597081088,2305625088,0.037520003,26.73,7.944274077003225,7.28797379628785,Value,34.49250127750005,29.040408819678436,Undervalued,Stable,Value - Undervalued
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,44046176256,18.024523,5.361485,0.29938337,-0.882,-0.006,7923999744,68324200448,2096375040,0.056339998,66.15,8.622438497645666,4.759493827150161,Blend,57.802500515547635,-12.61904683968612,Overvalued,Stable,Blend - Stable
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,45665300480,28.976274,2.39525,2.14936,0.378,-0.015,3967000064,57399209984,3564999936,0.04059,244.27,14.469172941258616,7.806802755105839,Growth,174.24810726182398,-28.665776697169537,Overvalued,Momentum,Growth - Momentum
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,21257289728,29.32679,2.5618858,1.6131626,-0.063,0.053,1717299968,27486789632,967924992,0.0418,253.97,16.005817355258927,4.553379120222715,Blend,136.39499924812773,-46.2948382690366,Overvalued,Watchlist,Blend - Watchlist
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,110452006912,24.052925,11.648455,6.445723,0.411,0.244,5667103232,109485457408,2826895104,0.17291,86.35,19.319474681487502,2.559387722354616,Growth,75.98234934004907,-12.006543902664651,Overvalued,Momentum,Growth - Momentum
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,7857338880,21.835295,4.809952,1.230131,0.019,0.043,1227500032,12058617856,15387500,0.07366,55.68,9.823721011520105,0.19583602330258665,Blend,38.97674842496975,-29.998655845959505,Overvalued,Stable,Blend - Stable
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,28420577280,22.469275,10.534311,2.537325,-0.256,-0.033,3688999936,39568707584,1662249984,0.06875,40.22,10.726133984947838,5.848755173490973,Blend,28.192498422846306,-29.904280400680488,Overvalued,Stable,Blend - Stable
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,19068432384,14.918428,4.4791822,1.1261772,0.338,0.068,2220000000,24004413440,921625024,0.09274,148.14,10.812798846846848,4.833250082861137,Value,199.29511339934743,34.53160078260257,Undervalued,Momentum,Value - Undervalued
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,28496179200,7.921898,1.2596625,0.79687154,-0.238,0.044,4984000000,25144168448,9169408000,0.08224,108.53,5.044977617977528,32.17767524426573,Value,215.77499483078427,98.81599081432255,Undervalued,Stable,Value - Undervalued
LII,Lennox International Inc.,Industrials,Building Products & Equipment,19600027648,24.6255,22.996378,3.6520884,-0.029,0.024,1119200000,20866945024,589800000,0.19844,552.35,18.644518427448176,3.0091794286840385,Blend,353.2725223853323,-36.04190777852226,Overvalued,Stable,Blend - Stable
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,691149012992,62.49026,46.28073,14.10416,0.234,0.452,22003300352,726613229568,-1821975040,0.16447,769.88,33.022920104890275,-0.26361537175791194,Growth,228.04319905214027,-70.3793839231906,Overvalued,Momentum,Growth - Momentum
LIN,Linde plc,Basic Materials,Specialty Chemicals,222515937280,34.254345,5.8578386,6.739435,0.048,0.001,12823000064,242819481600,3411000064,0.06963,472.71,18.936245838577577,1.5329239360090479,Blend,216.93601789787544,-54.1080116989538,Overvalued,Stable,Blend - Stable
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,33409933312,48.69932,309.99997,1.4693298,,-0.11,1968067968,36548964352,1639135232,0.04185,144.15,18.570986849169632,4.906131409161671,Blend,46.62000413968819,-67.65868599397281,Overvalued,Stable,Blend - Stable
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,10091004928,14.531598,1.635428,0.71491355,0.102,-0.065,1724000000,15724992512,510249984,0.053600002,39.09,9.121225354988399,5.056483349682891,Value,44.465701569779185,13.75211453000558,Undervalued,Watchlist,Value - Undervalued
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,112858038272,20.744617,16.794157,1.5715983,0.139,0.045,8689000448,131359014912,5291125248,0.0832,481.69,15.117851092093764,4.688301630095518,Growth,396.7136944490226,-17.641284965637105,Overvalued,Watchlist,Growth - Watchlist
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,18692388864,14.613115,1.0906911,1.0517294,-0.151,0.062,2758000128,22765348864,3020999936,0.01654,89.14,8.254295796754946,16.161657870376306,Value,96.07499838330158,7.7798949779017,Fair Valued,Watchlist,Value - Fair Valued
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,126249877504,18.617355,-9.517915,1.5166972,-0.046,-0.02,12476999680,162189787136,5662374912,0.14443,225.27,12.99910165069428,4.485053786939792,Value,190.57500380693176,-15.401516488244438,Overvalued,Stable,Value - Overvalued
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,31792873472,18.045578,7.422424,2.9575057,0.024,0.073,2976974080,32172896256,1183213952,0.22017999,265.27,10.807247692260727,3.721632626387348,Blend,225.79200289400538,-14.882194407959668,Overvalued,Watchlist,Blend - Watchlist
